restaurant_id,restaurant,date,wk_id,total_reviews,avg_rating,display_rating,neighborhood,yelp_category,delivers,takeout,price,avail_7pm,avail_8pm
10,harris-restaurant-san-francisco,28aug2010,35,719,4.3305511,4.5,Nob Hill,Steakhouses,No,No,4,0,0
10,harris-restaurant-san-francisco,27aug2010,35,719,4.3305511,4.5,Nob Hill,Steakhouses,No,No,4,1,0
10,harris-restaurant-san-francisco,26aug2010,34,719,4.3305511,4.5,Nob Hill,Steakhouses,No,No,4,0,1
10,harris-restaurant-san-francisco,21aug2010,34,715,4.3337994,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,20aug2010,34,715,4.3337994,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,19aug2010,33,713,4.333333,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,14aug2010,33,711,4.3333335,4.5,Nob Hill,Steakhouses,No,No,4,0,0
10,harris-restaurant-san-francisco,13aug2010,33,710,4.3338027,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,12aug2010,32,709,4.3328633,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,07aug2010,32,707,4.330502,4.5,Nob Hill,Steakhouses,No,No,4,0,0
10,harris-restaurant-san-francisco,06aug2010,32,707,4.330502,4.5,Nob Hill,Steakhouses,No,No,4,1,0
10,harris-restaurant-san-francisco,05aug2010,31,705,4.3319149,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,31jul2010,31,700,4.3299999,4.5,Nob Hill,Steakhouses,No,No,4,0,0
10,harris-restaurant-san-francisco,30jul2010,31,700,4.3299999,4.5,Nob Hill,Steakhouses,No,No,4,0,0
10,harris-restaurant-san-francisco,29jul2010,30,700,4.3299999,4.5,Nob Hill,Steakhouses,No,No,4,0,1
10,harris-restaurant-san-francisco,24jul2010,30,698,4.333333,4.5,Nob Hill,Steakhouses,No,No,4,1,0
10,harris-restaurant-san-francisco,23jul2010,30,698,4.333333,4.5,Nob Hill,Steakhouses,No,No,4,1,1
10,harris-restaurant-san-francisco,22jul2010,29,698,4.333333,4.5,Nob Hill,Steakhouses,No,No,4,1,0
11,alfreds-steakhouse-san-francisco,30oct2010,44,238,3.4747899,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,29oct2010,44,238,3.4747899,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,28oct2010,43,238,3.4747899,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,23oct2010,43,238,3.4747899,3.5,Financial District,Steakhouses,No,Yes,3,0,1
11,alfreds-steakhouse-san-francisco,22oct2010,43,237,3.4683545,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,21oct2010,42,237,3.4683545,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,16oct2010,42,236,3.4661016,3.5,Financial District,Steakhouses,No,Yes,3,0,0
11,alfreds-steakhouse-san-francisco,15oct2010,42,236,3.4661016,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,14oct2010,41,235,3.4723403,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,09oct2010,41,235,3.4808512,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,08oct2010,41,235,3.4808512,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,07oct2010,40,235,3.4808512,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,02oct2010,40,234,3.4871795,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,01oct2010,40,234,3.4871795,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,30sep2010,39,234,3.4871795,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,25sep2010,39,232,3.4816391,3.5,Financial District,Steakhouses,No,Yes,3,0,1
11,alfreds-steakhouse-san-francisco,24sep2010,39,230,3.4869566,3.5,Financial District,Steakhouses,No,Yes,3,0,1
11,alfreds-steakhouse-san-francisco,23sep2010,38,229,3.4890831,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,18sep2010,38,229,3.4890831,3.5,Financial District,Steakhouses,No,Yes,3,0,0
11,alfreds-steakhouse-san-francisco,17sep2010,38,229,3.4890831,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,16sep2010,37,229,3.4890831,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,11sep2010,37,226,3.4690266,3.5,Financial District,Steakhouses,No,Yes,3,0,1
11,alfreds-steakhouse-san-francisco,10sep2010,37,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,09sep2010,36,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,04sep2010,36,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,03sep2010,36,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,0
11,alfreds-steakhouse-san-francisco,02sep2010,35,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,28aug2010,35,225,3.4755557,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,27aug2010,35,224,3.4776785,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,26aug2010,34,224,3.4776785,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,21aug2010,34,224,3.4776785,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,20aug2010,34,224,3.4776785,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,19aug2010,33,224,3.4776785,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,14aug2010,33,223,3.4708521,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,13aug2010,33,222,3.4729729,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,12aug2010,32,222,3.4729729,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,07aug2010,32,222,3.4729729,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,06aug2010,32,222,3.4729729,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,05aug2010,31,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,31jul2010,31,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,30jul2010,31,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,0
11,alfreds-steakhouse-san-francisco,29jul2010,30,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,24jul2010,30,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,23jul2010,30,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
11,alfreds-steakhouse-san-francisco,22jul2010,29,221,3.4796381,3.5,Financial District,Steakhouses,No,Yes,3,1,1
17,e-and-o-trading-company-san-francisco,30oct2010,44,560,3.3499999,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,29oct2010,44,560,3.3499999,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,28oct2010,43,560,3.3499999,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,23oct2010,43,559,3.3488371,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,22oct2010,43,559,3.3488371,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,21oct2010,42,559,3.3488371,3.5,Nob Hill,Asian Fusion,No,Yes,2,0,1
17,e-and-o-trading-company-san-francisco,16oct2010,42,558,3.3476703,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
17,e-and-o-trading-company-san-francisco,15oct2010,42,558,3.3476703,3.5,Nob Hill,Asian Fusion,No,Yes,2,0,1
17,e-and-o-trading-company-san-francisco,14oct2010,41,558,3.3476703,3.5,Nob Hill,Asian Fusion,No,Yes,2,1,1
